Date,Transaction Description,Category,Amount,Type
2021-07-21,McDonalds,Food & Drink,34.29,Expense
2023-05-10,Internet,Utilities,54.78,Expense
2023-03-08,Cinema,Entertainment,11.9,Expense
2020-06-07,Starbucks,Food & Drink,122.07,Expense
2021-03-26,Starbucks,Food & Drink,5.5,Expense
2024-08-16,Online Shop,Shopping,25.61,Expense
2023-04-19,Internet,Utilities,41.12,Expense
2021-08-26,Internet,Utilities,21.08,Expense
2024-01-22,Cinema,Entertainment,13.53,Expense
2020-07-31,Internet,Utilities,57.63,Expense
2024-10-03,Cinema,Entertainment,63.32,Expense
2023-01-05,McDonalds,Food & Drink,20.96,Expense
2021-06-29,Starbucks,Food & Drink,14.71,Expense
2021-04-25,Electricity Bill,Utilities,95.74,Expense
2023-05-30,Clothes,Shopping,23.98,Expense
2020-06-17,Cinema,Entertainment,49.67,Expense
2022-05-30,Online Shop,Shopping,60.04,Expense
2020-09-05,Netflix,Entertainment,85.82,Expense
2021-01-12,Internet,Utilities,22.75,Expense
2020-04-05,Internet,Utilities,76.71,Expense
2021-11-07,McDonalds,Food & Drink,73.88,Expense
2020-11-07,Clothes,Shopping,94.9,Expense
2022-11-11,Netflix,Entertainment,70.92,Expense
2021-06-02,Cinema,Entertainment,26.75,Expense
2020-11-07,Electricity Bill,Utilities,77.08,Expense
2020-05-16,KFC,Food & Drink,30.02,Expense
2022-01-24,Netflix,Entertainment,7.83,Expense
2020-06-13,Cinema,Entertainment,64.61,Expense
2022-02-14,Online Shop,Shopping,30.01,Expense
2023-07-29,Netflix,Entertainment,66.67,Expense
2022-03-21,McDonalds,Food & Drink,53.34,Expense
2021-09-17,Internet,Utilities,15.0,Expense
2021-10-23,McDonalds,Food & Drink,57.52,Expense
2021-09-22,Internet,Utilities,20.28,Expense
2020-03-26,Internet,Utilities,11.45,Expense
2022-07-14,Cinema,Entertainment,58.94,Expense
2023-04-07,Cinema,Entertainment,65.93,Expense
2023-12-12,Netflix,Entertainment,71.51,Expense
2021-12-20,Starbucks,Food & Drink,61.02,Expense
2022-05-10,Starbucks,Food & Drink,34.48,Expense
2021-04-19,Internet,Utilities,22.01,Expense
2021-09-23,Clothes,Shopping,28.14,Expense
2020-05-21,Electricity Bill,Utilities,30.26,Expense
2022-02-05,Electricity Bill,Utilities,57.31,Expense
2020-11-22,McDonalds,Food & Drink,113.81,Expense
2021-10-30,KFC,Food & Drink,116.52,Expense
2024-09-06,Starbucks,Food & Drink,44.93,Expense
2023-02-09,Online Shop,Shopping,25.69,Expense
2020-06-25,Cinema,Entertainment,14.58,Expense
2023-09-14,Internet,Utilities,20.52,Expense
2024-05-27,Electricity Bill,Utilities,25.17,Expense
2021-03-23,Internet,Utilities,72.24,Expense
2024-11-29,Clothes,Shopping,76.87,Expense
2020-09-04,Online Shop,Shopping,66.79,Expense
2021-01-09,Clothes,Shopping,39.03,Expense
2020-06-24,Cinema,Entertainment,61.19,Expense
2023-12-16,Electricity Bill,Utilities,88.96,Expense
2022-11-11,Starbucks,Food & Drink,76.54,Expense
2022-12-04,Starbucks,Food & Drink,21.87,Expense
2020-10-24,Netflix,Entertainment,98.85,Expense
2021-09-21,Cinema,Entertainment,45.98,Expense
2020-10-02,Electricity Bill,Utilities,14.59,Expense
2024-07-17,Cinema,Entertainment,34.3,Expense
2023-11-06,Netflix,Entertainment,64.57,Expense
2022-05-14,Internet,Utilities,42.45,Expense
2020-07-17,Electricity Bill,Utilities,48.78,Expense
2021-04-14,Electricity Bill,Utilities,71.05,Expense
2020-11-19,Online Shop,Shopping,61.4,Expense
2024-10-12,Starbucks,Food & Drink,37.66,Expense
2021-02-16,KFC,Food & Drink,56.38,Expense
2024-08-15,Online Shop,Shopping,77.2,Expense
2024-06-21,Cinema,Entertainment,65.91,Expense
2023-04-04,Clothes,Shopping,26.24,Expense
2022-09-16,Netflix,Entertainment,40.58,Expense
2022-05-16,Netflix,Entertainment,49.39,Expense
2023-05-17,Netflix,Entertainment,44.21,Expense
2021-03-23,Netflix,Entertainment,52.09,Expense
2021-04-30,Clothes,Shopping,68.06,Expense
2023-12-18,Cinema,Entertainment,48.43,Expense
2024-08-16,Clothes,Shopping,38.92,Expense
2021-10-05,Cinema,Entertainment,34.72,Expense
2023-09-27,Electricity Bill,Utilities,30.6,Expense
2022-02-08,Online Shop,Shopping,45.3,Expense
2024-11-21,Cinema,Entertainment,9.35,Expense
2020-05-17,Cinema,Entertainment,138.22,Expense
2021-05-30,Clothes,Shopping,99.29,Expense
2022-07-15,Starbucks,Food & Drink,76.32,Expense
2021-04-21,Starbucks,Food & Drink,78.49,Expense
2020-06-08,McDonalds,Food & Drink,46.0,Expense
2020-09-22,Clothes,Shopping,10.58,Expense
2020-02-18,KFC,Food & Drink,47.47,Expense
2023-11-22,KFC,Food & Drink,23.49,Expense
2020-05-02,Electricity Bill,Utilities,95.94,Expense
2024-01-19,Online Shop,Shopping,76.61,Expense
2022-08-08,Online Shop,Shopping,18.95,Expense
2022-12-14,Cinema,Entertainment,63.78,Expense
2022-04-19,Electricity Bill,Utilities,21.43,Expense
2021-09-09,Cinema,Entertainment,25.95,Expense
2020-01-07,KFC,Food & Drink,43.56,Expense
2023-04-29,Internet,Utilities,70.79,Expense
2023-11-22,Starbucks,Food & Drink,79.43,Expense
2021-05-28,McDonalds,Food & Drink,68.44,Expense
2024-09-16,Internet,Utilities,43.52,Expense
2021-03-10,Cinema,Entertainment,61.84,Expense
2022-05-11,Internet,Utilities,25.85,Expense
2023-01-05,McDonalds,Food & Drink,61.04,Expense
2023-05-24,KFC,Food & Drink,6.76,Expense
2023-01-10,Netflix,Entertainment,74.79,Expense
2022-04-15,Internet,Utilities,46.92,Expense
2022-05-28,Clothes,Shopping,46.07,Expense
2020-04-07,KFC,Food & Drink,44.34,Expense
2021-07-06,Online Shop,Shopping,6.9,Expense
2023-04-06,Electricity Bill,Utilities,57.39,Expense
2023-01-03,McDonalds,Food & Drink,42.72,Expense
2021-12-17,Starbucks,Food & Drink,11.6,Expense
2020-12-16,Cinema,Entertainment,12.05,Expense
2024-09-20,Internet,Utilities,27.02,Expense
2023-03-24,McDonalds,Food & Drink,31.77,Expense
2021-08-02,Starbucks,Food & Drink,43.0,Expense
2024-01-12,Electricity Bill,Utilities,23.38,Expense
2020-08-18,McDonalds,Food & Drink,60.56,Expense
2020-08-18,Starbucks,Food & Drink,64.03,Expense
2024-03-24,KFC,Food & Drink,64.38,Expense
2022-06-08,Starbucks,Food & Drink,27.18,Expense
2021-07-25,Cinema,Entertainment,27.02,Expense
2020-05-02,Clothes,Shopping,103.12,Expense
2022-02-19,Starbucks,Food & Drink,45.42,Expense
2024-06-06,KFC,Food & Drink,31.76,Expense
2023-09-18,KFC,Food & Drink,12.88,Expense
2022-10-27,Electricity Bill,Utilities,61.47,Expense
2021-02-02,Cinema,Entertainment,38.55,Expense
2020-07-10,KFC,Food & Drink,71.86,Expense
2024-03-13,Cinema,Entertainment,43.33,Expense
2020-12-23,Netflix,Entertainment,24.3,Expense
2023-10-28,Netflix,Entertainment,144.69,Expense
2022-05-27,Clothes,Shopping,65.88,Expense
2022-05-20,Netflix,Entertainment,16.84,Expense
2023-09-14,Internet,Utilities,10.26,Expense
2022-04-28,Internet,Utilities,12.0,Expense
2020-09-05,Clothes,Shopping,115.72,Expense
2020-12-04,Clothes,Shopping,68.45,Expense
2022-07-04,Electricity Bill,Utilities,10.24,Expense
2022-07-25,McDonalds,Food & Drink,74.05,Expense
2022-10-18,Starbucks,Food & Drink,40.62,Expense
2024-06-19,Electricity Bill,Utilities,35.59,Expense
2022-06-15,Cinema,Entertainment,17.12,Expense
2021-01-24,Electricity Bill,Utilities,90.62,Expense
2022-05-08,Electricity Bill,Utilities,141.22,Expense
2020-12-31,Internet,Utilities,38.38,Expense
2021-10-25,Electricity Bill,Utilities,9.03,Expense
2024-11-08,McDonalds,Food & Drink,46.52,Expense
2021-03-05,Internet,Utilities,67.46,Expense
2024-04-15,Electricity Bill,Utilities,58.93,Expense
2021-06-13,Netflix,Entertainment,69.97,Expense
2024-06-10,Online Shop,Shopping,40.82,Expense
2020-08-27,McDonalds,Food & Drink,48.82,Expense
2023-06-25,Netflix,Entertainment,21.27,Expense
2022-08-26,Internet,Utilities,40.74,Expense
2022-10-21,Cinema,Entertainment,48.13,Expense
2021-12-15,Internet,Utilities,35.87,Expense
2023-09-18,Electricity Bill,Utilities,60.38,Expense
2023-09-13,Electricity Bill,Utilities,68.41,Expense
2020-05-29,Internet,Utilities,8.94,Expense
2023-07-23,McDonalds,Food & Drink,99.65,Expense
2024-10-10,Starbucks,Food & Drink,33.57,Expense
2023-12-11,Internet,Utilities,66.85,Expense
2021-05-30,Internet,Utilities,122.05,Expense
2024-10-02,Clothes,Shopping,64.61,Expense
2021-02-06,Online Shop,Shopping,33.4,Expense
2023-05-25,Electricity Bill,Utilities,76.12,Expense
2021-06-10,Netflix,Entertainment,26.88,Expense
2024-10-29,McDonalds,Food & Drink,35.95,Expense
2022-09-23,Online Shop,Shopping,49.22,Expense
2020-07-09,Clothes,Shopping,21.73,Expense
2023-11-13,Electricity Bill,Utilities,58.01,Expense
2022-09-10,Netflix,Entertainment,143.48,Expense
2023-04-05,Electricity Bill,Utilities,60.01,Expense
2024-06-06,Online Shop,Shopping,46.22,Expense
2024-05-04,Starbucks,Food & Drink,23.38,Expense
2021-02-08,Online Shop,Shopping,19.4,Expense
2023-07-07,Cinema,Entertainment,52.3,Expense
2022-02-17,Online Shop,Shopping,69.81,Expense
2022-04-26,Electricity Bill,Utilities,68.89,Expense
2024-11-21,Clothes,Shopping,42.06,Expense
2022-01-27,Internet,Utilities,13.91,Expense
2023-07-15,Internet,Utilities,143.04,Expense
2021-04-03,Clothes,Shopping,140.92,Expense
2021-02-10,Electricity Bill,Utilities,8.53,Expense
2021-09-06,Cinema,Entertainment,27.29,Expense
2024-03-07,Online Shop,Shopping,60.69,Expense
2023-10-26,McDonalds,Food & Drink,70.78,Expense
2022-03-11,KFC,Food & Drink,66.76,Expense
2020-08-24,Online Shop,Shopping,48.82,Expense
2024-03-13,McDonalds,Food & Drink,65.32,Expense
2024-07-26,Electricity Bill,Utilities,23.95,Expense
2020-08-11,KFC,Food & Drink,41.32,Expense
2024-06-02,Online Shop,Shopping,66.82,Expense
2021-02-28,Starbucks,Food & Drink,144.48,Expense
2023-11-25,McDonalds,Food & Drink,90.69,Expense
2020-03-04,KFC,Food & Drink,57.02,Expense
2021-03-07,KFC,Food & Drink,55.44,Expense
2023-08-23,Clothes,Shopping,27.31,Expense
2023-04-11,Starbucks,Food & Drink,17.75,Expense
2024-10-11,Online Shop,Shopping,48.14,Expense
2021-05-16,Internet,Utilities,62.19,Expense
2021-08-02,Electricity Bill,Utilities,66.26,Expense
2020-03-11,Internet,Utilities,78.26,Expense
2020-09-12,McDonalds,Food & Drink,114.26,Expense
2023-01-23,Netflix,Entertainment,43.04,Expense
2022-04-11,Clothes,Shopping,78.71,Expense
2020-04-06,Electricity Bill,Utilities,50.65,Expense
2021-12-07,Netflix,Entertainment,74.62,Expense
2022-09-28,Internet,Utilities,72.42,Expense
2023-01-28,Electricity Bill,Utilities,20.15,Expense
2020-06-02,Cinema,Entertainment,65.22,Expense
2023-08-27,Clothes,Shopping,81.01,Expense
2022-03-20,Netflix,Entertainment,39.22,Expense
2022-05-09,Electricity Bill,Utilities,55.84,Expense
2022-09-25,McDonalds,Food & Drink,67.73,Expense
2023-10-10,Internet,Utilities,48.04,Expense
2020-11-25,KFC,Food & Drink,47.75,Expense
2021-11-04,McDonalds,Food & Drink,59.0,Expense
2022-05-13,Starbucks,Food & Drink,30.49,Expense
2020-08-03,Electricity Bill,Utilities,6.33,Expense
2023-04-02,Internet,Utilities,25.94,Expense
2023-02-28,Electricity Bill,Utilities,36.25,Expense
2021-05-26,Netflix,Entertainment,57.83,Expense
2021-06-05,Internet,Utilities,40.81,Expense
2024-12-16,Netflix,Entertainment,40.97,Expense
2020-11-15,Clothes,Shopping,42.04,Expense
2021-02-15,Clothes,Shopping,45.52,Expense
2022-08-14,Clothes,Shopping,119.28,Expense
2021-04-07,Clothes,Shopping,77.68,Expense
2024-08-09,Starbucks,Food & Drink,30.75,Expense
2024-08-18,Netflix,Entertainment,53.91,Expense
2023-12-04,Internet,Utilities,18.78,Expense
2023-10-18,Clothes,Shopping,31.67,Expense
2021-05-11,Clothes,Shopping,48.82,Expense
2021-04-22,Clothes,Shopping,6.16,Expense
2024-12-23,Cinema,Entertainment,35.44,Expense
2020-11-10,Cinema,Entertainment,63.72,Expense
2023-06-13,Clothes,Shopping,40.26,Expense
2020-11-06,KFC,Food & Drink,16.13,Expense
2021-12-04,Online Shop,Shopping,42.08,Expense
2022-05-21,Netflix,Entertainment,53.07,Expense
2021-10-14,Internet,Utilities,29.13,Expense
2023-06-11,Netflix,Entertainment,91.74,Expense
2024-08-12,McDonalds,Food & Drink,29.36,Expense
2020-03-15,Electricity Bill,Utilities,65.17,Expense
2021-08-05,McDonalds,Food & Drink,69.91,Expense
2024-02-26,Netflix,Entertainment,38.68,Expense
2023-09-09,Cinema,Entertainment,90.56,Expense
2020-06-26,Netflix,Entertainment,43.12,Expense
2024-08-21,Cinema,Entertainment,61.02,Expense
2020-12-28,Starbucks,Food & Drink,26.39,Expense
2024-06-09,Netflix,Entertainment,143.51,Expense
2020-03-18,Cinema,Entertainment,32.45,Expense
2023-12-14,Cinema,Entertainment,62.7,Expense
2023-06-14,KFC,Food & Drink,49.36,Expense
2020-11-24,Starbucks,Food & Drink,10.5,Expense
2024-08-21,Cinema,Entertainment,71.3,Expense
2020-05-03,Online Shop,Shopping,50.7,Expense
2024-06-18,Clothes,Shopping,70.2,Expense
2024-09-25,Internet,Utilities,67.9,Expense
2022-12-18,Electricity Bill,Utilities,68.61,Expense
2021-03-11,Cinema,Entertainment,33.04,Expense
2020-11-18,Electricity Bill,Utilities,43.94,Expense
2023-01-24,Internet,Utilities,14.63,Expense
2020-09-04,Electricity Bill,Utilities,38.27,Expense
2020-02-12,Electricity Bill,Utilities,40.3,Expense
2024-05-18,McDonalds,Food & Drink,36.09,Expense
2020-10-05,Clothes,Shopping,22.46,Expense
2022-07-17,Internet,Utilities,81.22,Expense
2020-01-28,Online Shop,Shopping,11.13,Expense
2020-02-12,Internet,Utilities,32.37,Expense
2020-06-13,Internet,Utilities,38.47,Expense
2022-05-07,Cinema,Entertainment,76.97,Expense
2022-12-24,Internet,Utilities,129.57,Expense
2022-03-12,KFC,Food & Drink,21.17,Expense
2024-08-14,Clothes,Shopping,50.73,Expense
2020-12-17,Cinema,Entertainment,65.54,Expense
2024-10-17,Clothes,Shopping,65.64,Expense
2023-08-11,Clothes,Shopping,18.01,Expense
2022-10-20,Netflix,Entertainment,11.88,Expense
2021-02-25,Starbucks,Food & Drink,24.97,Expense
2024-02-12,KFC,Food & Drink,79.97,Expense
2024-02-14,Clothes,Shopping,28.69,Expense
2022-05-14,Netflix,Entertainment,64.08,Expense
2020-09-21,Clothes,Shopping,39.78,Expense
2022-04-06,Internet,Utilities,32.01,Expense
2023-04-22,Cinema,Entertainment,87.64,Expense
2024-12-24,Clothes,Shopping,77.5,Expense
2023-02-07,Clothes,Shopping,18.0,Expense
2023-07-28,Electricity Bill,Utilities,34.71,Expense
2024-02-25,Electricity Bill,Utilities,22.59,Expense
2020-10-04,Cinema,Entertainment,140.05,Expense
2024-01-05,Starbucks,Food & Drink,67.9,Expense
2024-06-16,Electricity Bill,Utilities,130.63,Expense
2020-10-30,Cinema,Entertainment,77.27,Expense
2024-04-23,Electricity Bill,Utilities,44.23,Expense
2024-04-15,Electricity Bill,Utilities,21.26,Expense
2022-06-15,Cinema,Entertainment,41.58,Expense
2022-08-30,Internet,Utilities,39.04,Expense
2021-08-04,Electricity Bill,Utilities,47.45,Expense
2021-08-21,Clothes,Shopping,118.67,Expense
2022-10-10,McDonalds,Food & Drink,23.77,Expense
2024-04-23,Internet,Utilities,15.5,Expense
2023-08-27,KFC,Food & Drink,78.67,Expense
2020-09-22,Starbucks,Food & Drink,32.13,Expense
2022-11-24,Online Shop,Shopping,33.87,Expense
2021-09-17,Netflix,Entertainment,48.43,Expense
2024-08-11,Electricity Bill,Utilities,111.77,Expense
2020-02-20,KFC,Food & Drink,28.19,Expense
2024-06-24,Internet,Utilities,47.15,Expense
2024-10-21,McDonalds,Food & Drink,40.99,Expense
2023-08-08,Internet,Utilities,57.9,Expense
2024-04-18,Clothes,Shopping,69.0,Expense
2024-05-14,Cinema,Entertainment,26.2,Expense
2020-05-15,Netflix,Entertainment,57.16,Expense
2022-02-24,Netflix,Entertainment,76.46,Expense
2022-11-13,Cinema,Entertainment,72.42,Expense
2020-11-11,Online Shop,Shopping,8.95,Expense
2020-11-29,Online Shop,Shopping,137.13,Expense
2023-08-20,KFC,Food & Drink,87.23,Expense
2024-06-24,Online Shop,Shopping,46.37,Expense
2021-10-04,McDonalds,Food & Drink,22.76,Expense
2020-08-23,Clothes,Shopping,73.58,Expense
2023-08-08,Netflix,Entertainment,52.31,Expense
2021-06-14,KFC,Food & Drink,32.37,Expense
2020-07-11,Online Shop,Shopping,139.26,Expense
2024-01-03,Electricity Bill,Utilities,26.41,Expense
2020-10-05,KFC,Food & Drink,11.49,Expense
2021-02-08,Cinema,Entertainment,68.81,Expense
2024-04-02,McDonalds,Food & Drink,11.35,Expense
2023-08-29,Netflix,Entertainment,57.95,Expense
2022-02-17,Clothes,Shopping,36.35,Expense
2023-04-21,Netflix,Entertainment,40.5,Expense
2020-10-22,Netflix,Entertainment,38.63,Expense
2024-10-19,Electricity Bill,Utilities,59.29,Expense
2023-10-21,Internet,Utilities,142.08,Expense
2022-07-20,KFC,Food & Drink,39.53,Expense
2021-03-18,McDonalds,Food & Drink,55.61,Expense
2023-03-03,Electricity Bill,Utilities,35.48,Expense
2024-06-13,Online Shop,Shopping,20.15,Expense
2024-02-08,Clothes,Shopping,45.23,Expense
2020-01-17,Starbucks,Food & Drink,64.52,Expense
2020-10-18,Cinema,Entertainment,63.74,Expense
2022-10-13,Internet,Utilities,62.14,Expense
2021-06-08,Netflix,Entertainment,44.09,Expense
2021-08-25,Electricity Bill,Utilities,23.75,Expense
2021-05-27,McDonalds,Food & Drink,63.86,Expense
2022-05-20,Internet,Utilities,50.63,Expense
2021-05-02,Internet,Utilities,25.95,Expense
2024-03-08,Cinema,Entertainment,64.45,Expense
2024-08-28,Starbucks,Food & Drink,30.4,Expense
2020-10-10,Clothes,Shopping,22.95,Expense
2021-05-28,Internet,Utilities,22.31,Expense
2021-11-06,Internet,Utilities,47.82,Expense
2024-02-08,Starbucks,Food & Drink,21.59,Expense
2022-07-21,Internet,Utilities,14.9,Expense
2023-01-05,Cinema,Entertainment,41.16,Expense
2024-07-09,Cinema,Entertainment,63.41,Expense
2024-04-02,Starbucks,Food & Drink,78.0,Expense
2023-04-27,Online Shop,Shopping,33.28,Expense
2020-03-09,Clothes,Shopping,23.1,Expense
2023-06-08,Online Shop,Shopping,18.15,Expense
2022-11-25,Internet,Utilities,27.72,Expense
2021-12-22,Cinema,Entertainment,55.68,Expense
2020-01-15,McDonalds,Food & Drink,44.1,Expense
2024-01-23,Netflix,Entertainment,61.28,Expense
2022-06-23,Cinema,Entertainment,38.48,Expense
2021-10-23,Internet,Utilities,139.85,Expense
2023-11-04,Electricity Bill,Utilities,130.71,Expense
2020-04-14,McDonalds,Food & Drink,47.6,Expense
2022-01-04,Netflix,Entertainment,58.62,Expense
2023-12-19,KFC,Food & Drink,34.5,Expense
2022-03-31,Online Shop,Shopping,5.63,Expense
2022-10-02,KFC,Food & Drink,78.22,Expense
2021-07-11,Netflix,Entertainment,74.07,Expense
2021-09-06,KFC,Food & Drink,17.03,Expense
2024-04-27,Clothes,Shopping,24.15,Expense
2023-11-04,Internet,Utilities,23.82,Expense
2021-03-30,Online Shop,Shopping,60.77,Expense
2023-07-24,Netflix,Entertainment,79.6,Expense
2024-04-23,McDonalds,Food & Drink,75.13,Expense
2022-09-13,Clothes,Shopping,10.18,Expense
2020-06-05,Clothes,Shopping,71.23,Expense
2023-10-09,McDonalds,Food & Drink,25.41,Expense
2023-10-06,Internet,Utilities,58.4,Expense
2024-03-29,Online Shop,Shopping,14.67,Expense
2021-04-08,Cinema,Entertainment,76.96,Expense
2024-06-07,Electricity Bill,Utilities,50.07,Expense
2022-05-13,Netflix,Entertainment,16.63,Expense
2023-03-03,Online Shop,Shopping,77.83,Expense
2023-10-03,KFC,Food & Drink,47.78,Expense
2021-06-16,Cinema,Entertainment,36.38,Expense
2022-10-11,Clothes,Shopping,60.22,Expense
2022-07-05,Starbucks,Food & Drink,34.56,Expense
2020-04-15,Internet,Utilities,66.95,Expense
2022-07-28,Cinema,Entertainment,11.93,Expense
2020-03-16,Cinema,Entertainment,56.19,Expense
2023-03-30,Cinema,Entertainment,17.53,Expense
2020-10-19,Clothes,Shopping,58.72,Expense
2021-07-27,Online Shop,Shopping,64.0,Expense
2022-06-24,KFC,Food & Drink,9.53,Expense
2021-03-19,Netflix,Entertainment,61.22,Expense
2024-04-26,Electricity Bill,Utilities,11.28,Expense
2023-02-22,Starbucks,Food & Drink,61.52,Expense
2020-10-13,Electricity Bill,Utilities,23.68,Expense
2023-02-19,KFC,Food & Drink,124.45,Expense
2024-12-10,Internet,Utilities,31.62,Expense
2023-02-27,KFC,Food & Drink,42.48,Expense
2021-07-31,Electricity Bill,Utilities,111.78,Expense
2022-04-23,Starbucks,Food & Drink,97.15,Expense
2022-01-23,Internet,Utilities,64.7,Expense
2023-06-05,Internet,Utilities,49.9,Expense
2023-07-11,Clothes,Shopping,38.78,Expense
2022-01-16,Internet,Utilities,21.4,Expense
2021-12-28,Cinema,Entertainment,14.4,Expense
2023-04-27,Netflix,Entertainment,64.49,Expense
2023-06-22,Clothes,Shopping,11.4,Expense
2023-04-18,Online Shop,Shopping,77.92,Expense
2020-12-15,McDonalds,Food & Drink,62.94,Expense
2021-07-09,Cinema,Entertainment,5.29,Expense
2020-12-22,KFC,Food & Drink,5.38,Expense
2022-10-19,McDonalds,Food & Drink,18.6,Expense
2022-11-05,Clothes,Shopping,53.34,Expense
2020-05-12,Internet,Utilities,22.88,Expense
2022-02-28,Internet,Utilities,40.13,Expense
2024-11-27,Electricity Bill,Utilities,59.29,Expense
2020-12-06,McDonalds,Food & Drink,23.07,Expense
2020-08-15,Clothes,Shopping,87.47,Expense
2023-10-09,Electricity Bill,Utilities,62.36,Expense
2023-01-28,Clothes,Shopping,137.59,Expense
2021-07-23,Internet,Utilities,22.27,Expense
2021-06-28,Internet,Utilities,53.25,Expense
2020-10-06,Netflix,Entertainment,71.35,Expense
2020-03-30,Starbucks,Food & Drink,56.45,Expense
